300001,0.321131448
300002,0.536439665
300003,0.204845287
300004,0.692116183
300005,0.578085642
300006,0.448818898
300007,0.398753894
300008,0.66039604
300009,0.495997215
300010,0.48115016
300011,0.538567493
300012,0.156521739
300013,0.572154472
300014,0.544544545
300015,0.368688845
300016,0.246302617
300017,0.341510652
300018,0.493656286
300019,0.535384615
300020,0.462282398
300021,0.414269275
300022,0.40113798
300023,0.619259259
300024,0.29477773
300025,0.598759049
300026,0.223880597
300027,0.47601476
300028,0.904645477
300029,0.446700508
300030,0.566715543
300031,0.41981982
300032,0.787878788
300033,0.449890271
300034,0.374925373
300035,0.548331908
300036,0.058465286
300037,0.304846939
300038,0.790839395
300039,0.332904884
300040,0.54752234
300041,0.328421053
300042,0.32868672
300043,0.561983471
300044,0.730283224
300045,0.420629115
300046,0.327148044
300047,0.206818182
300048,0.544815466
300049,0.418685121
300050,0.543281121
300051,0.413575375
300052,0.435114504
300053,0.408333333
300054,0.413793103
300055,0.55599473
300056,0.506908463
300057,0.536858974
300058,0.378281623
300059,0.245172616
300060,0
300061,0.654452926
300062,0.575878594
300063,0.594147583
300064,0.676801058
300065,0.413910093
300066,0.465224111
300067,0.355530474
300068,0.379597842
300069,0.748275862
300070,0.429290388
300071,0.632882883
300072,0.66119403
300073,0.354514165
300074,0.638646288
300075,0.47051114
300076,0.482291667
300077,0.513054038
300078,0.444177671
300079,0.375432526
300080,0.418708241
300081,0.387844612
300082,0.374566474
300083,0.620689655
300084,0.54389313
300085,0.4192
300086,0.447647951
300087,0.22797527
300088,0.72246696
300089,0.570992366
300090,0.762770563
300091,0.417714286
300092,0.467362924
300093,0.611974669
300094,0.32
300095,0.504786771
300096,0.596969697
300097,0.643723554
300098,0.540606061
300099,0.463687151
300100,0.680230587
300101,0.354541039
300102,0.410138249
300103,0.635742188
300104,0.746376812
300105,0.502979738
300106,0.414285714
300107,0.316596195
300108,0.205588822
300109,0.603806994
300110,0.725766871
300111,0.359447005
300112,0.402529762
300113,0.372764228
300114,0.26734104
300115,0.705898052
300116,0.834258525
300117,0.542372881
300118,0.549828179
300119,0.364412811
300120,0.551630435
300121,0.347174164
300122,0.203449555
300123,0.316091954
300124,0.260071252
300125,0.449801849
300126,0.448315912
300127,0.511471519
300128,0.722787784
300129,0.612903226
300130,0.624579125
300131,0.346545866
300132,0.018477458
300133,0.303097345
300134,0.427027027
300135,0.438669439
300136,0.421311475
300137,0.744306418
300138,0.600552868
300139,0.344284736
300140,0.488087966
300141,0.617171717
300142,0.160384615
300143,0.706441718
300144,0.166965889
300145,0.760160275
300146,0.067605634
300147,0.328909953
300148,0.661594203
300149,0.309121622
300150,0.329380764
300151,0.447169811
300152,0.649100257
300153,0.628277635
300154,0.423595506
300155,0.417293233
300156,0.703117016
300157,0.543887147
300158,0.78147939
300159,0.437928408
300160,0.479009688
300161,0.499101527
300162,0.556296914
300163,0.55922865
300164,0.137029289
300165,0.458333333
300166,0.345626976
300167,0.687823834
300168,0.282032401
300169,0.4648582
300170,0.383524277
300171,0.47890625
300172,0.43258427
300173,0.576711251
300174,0.437091988
300175,0.623188406
300176,0.573666667
300177,0.183125
300178,0.370472009
300179,0.459354839
300180,0.577394636
300181,0.458186101
300182,0.451365188
300183,0.391638225
300184,0.346521146
300185,0.348920863
300186,0
300187,0.2039801
300188,0.418787879
300189,0.423799582
300190,0.654662379
300191,0.370934256
300192,0.38368984
300193,0.318230852
300194,0.423025435
300195,0.360465116
300196,0.654145078
300197,0.614450128
300198,0.616182573
300199,0.421803362
300200,0.450034459
300201,0.562303665
300202,0.613597973
300203,0.309429997
300204,0.371115174
300205,0.374133949
300206,0.443345324
300207,0.298606016
300208,0.591208791
300209,0.562710722
300210,0.529616725
300211,0.44516129
300212,0.298742138
300213,0.439338235
300214,0.391361257
300215,0.536663981
300216,0.859567901
300217,0.35770235
300218,0.444348576
300219,0.291666667
300220,0.517043121
300221,0.535051546
300222,0.44244373
300223,0.449044586
300224,0.590852905
300225,0.705673759
300226,0.368950112
300227,0.674463938
300228,0.621418827
300229,0.402305476
300230,0.724055189
300231,0.459269663
300232,0.466101695
300233,0.356656065
300234,0.562234795
300235,0.427058824
300236,0.403988868
300237,0.603238866
300238,0.60818084
300239,0.462130937
300240,0.42122449
300241,0.644327177
300242,0.60620155
300243,0.263703704
300244,0.369220608
300245,0.480453258
300246,0.541539505
300247,0.390117035
300248,0.711215933
300249,0.439393939
300250,0.409046693
300251,0.410880458
300252,0.588235294
300253,0.075284091
300254,0.516728625
300255,0.477894737
300256,0.67
300257,0.411961722
300258,0.258155231
300259,0.724540902
300260,0.492715232
300261,0.523326572
300262,0.532618409
300263,0.498480243
300264,0.346501129
300265,0.582486317
300266,0.891448406
300267,0.621767241
300268,0.670919107
300269,0.6781889
300270,0.465384615
300271,0.303186504
300272,0.461651917
300273,0.532117367
300274,0.688134098
300275,0.59561753
300276,0.321074139
300277,0.545454545
300278,0.714526316
300279,0.508645533
300280,0.095675676
300281,0.684610513
300282,0.471230575
300283,0.445264453
300284,0.581685297
300285,0.187780041
300286,0.616300366
300287,0.440860215
300288,0.576806815
300289,0.484132841
300290,0.480257857
300291,0.634448575
300292,0.432664756
300293,0.425403226
300294,0.179573805
300295,0.528212596
300296,0.609160305
300297,0.386831276
300298,0.488986784
300299,0.675066313
300300,0.468281938
300301,0.417236662
300302,0.443783462
300303,0.390455531
300304,0.67839196
300305,0.380493033
300306,0.665327979
300307,0.509700176
300308,0.386585366
300309,0.239509105
300310,0.617704918
300311,0.636061947
300312,0.430634024
300313,0.480425056
300314,0.463722397
300315,0.503623188
300316,0.528928705
300317,0.740707162
300318,0.421518987
300319,0.390293225
300320,0.763762462
300321,0.496850685
300322,0.299384826
300323,0.492243187
300324,0.51300357
300325,0.475988701
300326,0.189739414
300327,0.378126663
300328,0.464831804
300329,0.259130435
300330,0.413692644
300331,0.475068708
300332,0.49944629
